id,titulo,url,contenido,imagen,fuente,fecha,categoriaId,categoriaNombre,categoriaColor
cmgg3w9up01um13ghrhw8bj0u,Crisis sanitaria en Brasil: lo que se sabe de la intoxicación masiva por metanol,https://rpp.pe/mundo/latinoamerica/crisis-sanitaria-en-brasil-lo-que-se-sabe-de-la-intoxicacion-masiva-por-metanol-noticia-123459#1759814130913-00kppzmg1,Las autoridades brasileñas investigan una intoxicación masiva por metanol que ha causado muertes y la caída del consumo de alcohol en el país. Se han reportado varios casos en diferentes estados.,,RPP Noticias,2025-10-07T05:15:30.913Z,cmgg1fs0c0003112g7epw4vrz,Deportes,#F59E0B
cmgg3w9un01ui13gh3ofqgjvb,Con caras nuevas: Selección Peruana empezó sus entrenamientos pensando en duelo ante Chile,https://rpp.pe/deportes/futbol/con-caras-nuevas-seleccion-peruana-empezo-sus-entrenamientos-pensando-en-duelo-ante-chile-noticia-123457#1759814130911-u0lg8mtie,"Con la presencia de 20 futbolistas, la Selección Peruana empezó sus entrenamientos en La Videna FPF con miras al partido amistoso ante Chile. Felipe Chávez de Bayern Munich dijo presente.",,RPP Noticias,2025-10-07T05:15:30.912Z,cmgg1fs0c0003112g7epw4vrz,Deportes,#F59E0B
cmgg3w9um01ug13gh1fzdivkh,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814130910-7ecxtq502,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:30.911Z,cmgg1fs0b0001112g2lb2odtv,Política,#DC2626
cmgg3w9ui01uc13ghgzn78bo3,Medio ambiente: Proyecto de conservación en la Amazonía peruana,https://www.radionacional.gob.pe/medio-ambiente/proyecto-de-conservacion-en-la-amazonia-peruana#1759814130906-dy0j7xhez,Se lanza un nuevo proyecto de conservación en la Amazonía peruana que busca proteger la biodiversidad y promover el desarrollo sostenible en las comunidades locales.,,Radio Nacional del Perú,2025-10-07T05:15:30.906Z,cmgg1fs0g000a112g93a1z2i9,Medio Ambiente,#22C55E
cmgg3w9uh01ua13gh0gmtl0f5,Educación: Nuevas tecnologías llegan a escuelas rurales,https://www.radionacional.gob.pe/educacion/nuevas-tecnologias-llegan-a-escuelas-rurales#1759814130905-6tzqeafjl,"El Ministerio de Educación implementa programas de tecnología educativa en escuelas rurales, llevando internet y equipos informáticos a comunidades alejadas para mejorar la calidad educativa.",,Radio Nacional del Perú,2025-10-07T05:15:30.905Z,cmgg1fs0f0008112gsse5oyp2,Sociedad,#F97316
cmgg3w9uf01u813ghlpkjmwrl,Ministerio de Salud reporta avances en campaña de vacunación,https://www.radionacional.gob.pe/salud/ministerio-de-salud-reporta-avances-en-campana-de-vacunacion#1759814130903-d6jxzwl34,"El Ministerio de Salud informó sobre los avances en la campaña de vacunación contra diversas enfermedades, alcanzando importantes coberturas en las regiones más vulnerables del país.",,Radio Nacional del Perú,2025-10-07T05:15:30.904Z,cmgg1fs0f0007112gev7odmxo,Salud,#10B981
cmgg3w9ue01u613ghwd5mhvdm,Cultura peruana celebra el Día Internacional de la Lengua Materna,https://www.radionacional.gob.pe/cultura/cultura-peruana-celebra-el-dia-internacional-de-la-lengua-materna#1759814130901-fzwglcuyt,"Diversas actividades culturales se realizan en todo el país para conmemorar el Día Internacional de la Lengua Materna, destacando la importancia de preservar las lenguas originarias del Perú.",,Radio Nacional del Perú,2025-10-07T05:15:30.902Z,cmgg1fs0b0000112g1dwxzwzw,Actualidad,#3B82F6
cmgg3w9ub01u413ghg275qoai,Gobierno anuncia nuevas medidas económicas para reactivar el país,https://www.radionacional.gob.pe/economia/gobierno-anuncia-nuevas-medidas-economicas-para-reactivar-el-pais#1759814130898-j5xdg0qvn,"El Ministerio de Economía y Finanzas presentó un paquete de medidas destinadas a impulsar la reactivación económica del país, incluyendo incentivos fiscales y programas de apoyo a las pequeñas empresas.",,Radio Nacional del Perú,2025-10-07T05:15:30.899Z,cmgg1fs0c0002112gtz9dd9xz,Economía,#059669
cmgg3w8dt01u013ghmwt042ga,Artículo de gestion.pe,https://gestion.pe//articulo-1#1759814129009-2hrmrtz1x,Contenido extraído usando selectores CSS personalizados...,,gestion.pe,2025-10-07T05:15:29.010Z,,Sin categoría,
cmgg3w8ds01tw13gh0x8h1w7k,Artículo de www.infobae.com,https://www.infobae.com/peru//articulo-1#1759814129008-blax9ixob,Contenido extraído usando selectores CSS personalizados...,,www.infobae.com,2025-10-07T05:15:29.009Z,,Sin categoría,
cmgg3w8dr01ts13ghj5u63ke5,Artículo de diariocorreo.pe,https://diariocorreo.pe//articulo-1#1759814129007-jhdnzmkxz,Contenido extraído usando selectores CSS personalizados...,,diariocorreo.pe,2025-10-07T05:15:29.007Z,,Sin categoría,
cmgg3w8dq01to13ghr9m9ws0x,Artículo de peru21.pe,https://peru21.pe//articulo-1#1759814129006-qqodqmjqp,Contenido extraído usando selectores CSS personalizados...,,peru21.pe,2025-10-07T05:15:29.006Z,,Sin categoría,
cmgg3w8dp01tk13gh4ordnppy,Artículo de larepublica.pe,https://larepublica.pe//articulo-1#1759814129004-w4iwlgg9j,Contenido extraído usando selectores CSS personalizados...,,larepublica.pe,2025-10-07T05:15:29.005Z,,Sin categoría,
cmgg3w8do01tg13gh5q1usq7n,Artículo de elcomercio.pe,https://elcomercio.pe//articulo-1#1759814129003-k8qfb2jix,Contenido extraído usando selectores CSS personalizados...,,elcomercio.pe,2025-10-07T05:15:29.004Z,,Sin categoría,
cmgg3w8dm01tc13gh8yvrwaum,Artículo de www.youtube.com,https://www.youtube.com/channel/UCkZCoc42IipR1ucqJmIehsA/articulo-1#1759814129002-6z0qo9xsv,Contenido extraído usando selectores CSS personalizados...,,www.youtube.com,2025-10-07T05:15:29.003Z,,Sin categoría,
cmgg3w8dl01t813ghtxdtybhw,Artículo de radios.com.pe,https://radios.com.pe/exitosa-lima//articulo-1#1759814129001-rr2ftzt85,Contenido extraído usando selectores CSS personalizados...,,radios.com.pe,2025-10-07T05:15:29.002Z,,Sin categoría,
cmgg3w8dk01t413ghnhtsr78j,Artículo de streema.com,https://streema.com/radios/Radio_Noticias_Peru/articulo-1#1759814129000-7cnxqcin1,Contenido extraído usando selectores CSS personalizados...,,streema.com,2025-10-07T05:15:29.000Z,,Sin categoría,
cmgg3w8di01t013ghgcmc21xf,Artículo de radiouno.pe,https://radiouno.pe//articulo-1#1759814128998-niuehvi2g,Contenido extraído usando selectores CSS personalizados...,,radiouno.pe,2025-10-07T05:15:28.999Z,,Sin categoría,
cmgg3w8dh01sw13ghtfiv3lzn,Artículo de canaln.pe,https://canaln.pe//articulo-1#1759814128997-rckjuu8e3,Contenido extraído usando selectores CSS personalizados...,,canaln.pe,2025-10-07T05:15:28.997Z,,Sin categoría,
cmgg3w8dg01ss13ghuvljcgku,Artículo de www.exitosanoticias.pe,https://www.exitosanoticias.pe//articulo-1#1759814128995-c4l2ryi5c,Contenido extraído usando selectores CSS personalizados...,,www.exitosanoticias.pe,2025-10-07T05:15:28.996Z,,Sin categoría,
cmgg3w8dd01sm13ghy1vpoe12,Crisis sanitaria en Brasil: lo que se sabe de la intoxicación masiva por metanol,https://rpp.pe/mundo/latinoamerica/crisis-sanitaria-en-brasil-lo-que-se-sabe-de-la-intoxicacion-masiva-por-metanol-noticia-123459#1759814128993-mzlp24dpe,Las autoridades brasileñas investigan una intoxicación masiva por metanol que ha causado muertes y la caída del consumo de alcohol en el país. Se han reportado varios casos en diferentes estados.,,RPP Noticias,2025-10-07T05:15:28.994Z,cmgg1fs0c0003112g7epw4vrz,Deportes,#F59E0B
cmgg3w8de01so13gh45ywnhw5,"Miguel Ángel Russo, entrenador de Boca Juniors, en grave estado de salud",https://rpp.pe/deportes/futbol/miguel-angel-russo-entrenador-de-boca-juniors-en-grave-estado-de-salud-noticia-123460#1759814128994-zfu59cc23,"El entrenador de Boca Juniors, Miguel Ángel Russo, se encuentra en grave estado de salud y fue internado en un centro médico. El club emitió un comunicado informando sobre su situación.",,RPP Noticias,2025-10-07T05:15:28.994Z,cmgg1fs0f0007112gev7odmxo,Salud,#10B981
cmgg3w8dc01sk13ghcn7gayd6,Corpac reconoce que hubo 'breve interrupción' en el funcionamiento del sistema de control radar,https://rpp.pe/lima/actualidad/corpac-reconoce-que-hubo-breve-interrupcion-en-el-funcionamiento-del-sistema-de-control-radar-noticia-123458#1759814128992-yulis64pv,La Corporación Peruana de Aeropuertos y Aviación Comercial (Corpac) reconoció que hubo una breve interrupción en el funcionamiento del sistema de control radar en el aeropuerto Jorge Chávez.,,RPP Noticias,2025-10-07T05:15:28.993Z,,Sin categoría,
cmgg3w8dc01si13ghbzikneun,Con caras nuevas: Selección Peruana empezó sus entrenamientos pensando en duelo ante Chile,https://rpp.pe/deportes/futbol/con-caras-nuevas-seleccion-peruana-empezo-sus-entrenamientos-pensando-en-duelo-ante-chile-noticia-123457#1759814128991-xr5uuhili,"Con la presencia de 20 futbolistas, la Selección Peruana empezó sus entrenamientos en La Videna FPF con miras al partido amistoso ante Chile. Felipe Chávez de Bayern Munich dijo presente.",,RPP Noticias,2025-10-07T05:15:28.992Z,cmgg1fs0c0003112g7epw4vrz,Deportes,#F59E0B
cmgg3w8db01sg13gh80o01p8k,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814128991-ivw0cqxui,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:28.991Z,cmgg1fs0b0001112g2lb2odtv,Política,#DC2626
cmgg3w8d601sc13gh38whqvr5,Medio ambiente: Proyecto de conservación en la Amazonía peruana,https://www.radionacional.gob.pe/medio-ambiente/proyecto-de-conservacion-en-la-amazonia-peruana#1759814128986-hp28coon0,Se lanza un nuevo proyecto de conservación en la Amazonía peruana que busca proteger la biodiversidad y promover el desarrollo sostenible en las comunidades locales.,,Radio Nacional del Perú,2025-10-07T05:15:28.987Z,cmgg1fs0g000a112g93a1z2i9,Medio Ambiente,#22C55E
cmgg3w8d501sa13gha3mrh0ch,Educación: Nuevas tecnologías llegan a escuelas rurales,https://www.radionacional.gob.pe/educacion/nuevas-tecnologias-llegan-a-escuelas-rurales#1759814128985-b87u4myxo,"El Ministerio de Educación implementa programas de tecnología educativa en escuelas rurales, llevando internet y equipos informáticos a comunidades alejadas para mejorar la calidad educativa.",,Radio Nacional del Perú,2025-10-07T05:15:28.986Z,cmgg1fs0f0008112gsse5oyp2,Sociedad,#F97316
cmgg3w8d401s813gh26mzmbg6,Ministerio de Salud reporta avances en campaña de vacunación,https://www.radionacional.gob.pe/salud/ministerio-de-salud-reporta-avances-en-campana-de-vacunacion#1759814128984-iv2juouxh,"El Ministerio de Salud informó sobre los avances en la campaña de vacunación contra diversas enfermedades, alcanzando importantes coberturas en las regiones más vulnerables del país.",,Radio Nacional del Perú,2025-10-07T05:15:28.985Z,cmgg1fs0f0007112gev7odmxo,Salud,#10B981
cmgg3w8d301s613ghpj138jc0,Cultura peruana celebra el Día Internacional de la Lengua Materna,https://www.radionacional.gob.pe/cultura/cultura-peruana-celebra-el-dia-internacional-de-la-lengua-materna#1759814128983-l0cdxirue,"Diversas actividades culturales se realizan en todo el país para conmemorar el Día Internacional de la Lengua Materna, destacando la importancia de preservar las lenguas originarias del Perú.",,Radio Nacional del Perú,2025-10-07T05:15:28.984Z,cmgg1fs0b0000112g1dwxzwzw,Actualidad,#3B82F6
cmgg3w8d101s413gh3l6uw9uq,Gobierno anuncia nuevas medidas económicas para reactivar el país,https://www.radionacional.gob.pe/economia/gobierno-anuncia-nuevas-medidas-economicas-para-reactivar-el-pais#1759814128980-8se0qq0nh,"El Ministerio de Economía y Finanzas presentó un paquete de medidas destinadas a impulsar la reactivación económica del país, incluyendo incentivos fiscales y programas de apoyo a las pequeñas empresas.",,Radio Nacional del Perú,2025-10-07T05:15:28.981Z,cmgg1fs0c0002112gtz9dd9xz,Economía,#059669
cmgg3w6af01s013ghjyd5qfl3,Artículo de gestion.pe,https://gestion.pe//articulo-1#1759814126294-ebnjxxzat,Contenido extraído usando selectores CSS personalizados...,,gestion.pe,2025-10-07T05:15:26.295Z,,Sin categoría,
cmgg3w6ad01rw13gh8fjpu59z,Artículo de www.infobae.com,https://www.infobae.com/peru//articulo-1#1759814126293-1zpcecl7a,Contenido extraído usando selectores CSS personalizados...,,www.infobae.com,2025-10-07T05:15:26.294Z,,Sin categoría,
cmgg3w6ac01rs13gh72i1h1y5,Artículo de diariocorreo.pe,https://diariocorreo.pe//articulo-1#1759814126292-kbw80n87k,Contenido extraído usando selectores CSS personalizados...,,diariocorreo.pe,2025-10-07T05:15:26.293Z,,Sin categoría,
cmgg3w6ab01ro13ghe9bw9e16,Artículo de peru21.pe,https://peru21.pe//articulo-1#1759814126291-fzbq9bc6t,Contenido extraído usando selectores CSS personalizados...,,peru21.pe,2025-10-07T05:15:26.292Z,,Sin categoría,
cmgg3w6aa01rk13ghz26m7732,Artículo de larepublica.pe,https://larepublica.pe//articulo-1#1759814126290-248m4uwfg,Contenido extraído usando selectores CSS personalizados...,,larepublica.pe,2025-10-07T05:15:26.290Z,,Sin categoría,
cmgg3w6a901rg13gh4fryha7q,Artículo de elcomercio.pe,https://elcomercio.pe//articulo-1#1759814126289-284vyyjfx,Contenido extraído usando selectores CSS personalizados...,,elcomercio.pe,2025-10-07T05:15:26.289Z,,Sin categoría,
cmgg3w6a801rc13gh49gz1c10,Artículo de www.youtube.com,https://www.youtube.com/channel/UCkZCoc42IipR1ucqJmIehsA/articulo-1#1759814126287-gzhv8llrv,Contenido extraído usando selectores CSS personalizados...,,www.youtube.com,2025-10-07T05:15:26.288Z,,Sin categoría,
cmgg3w6a601r813ghwr700yuw,Artículo de radios.com.pe,https://radios.com.pe/exitosa-lima//articulo-1#1759814126286-d2deamxm2,Contenido extraído usando selectores CSS personalizados...,,radios.com.pe,2025-10-07T05:15:26.287Z,,Sin categoría,
cmgg3w6a501r413ghx0vx59a2,Artículo de streema.com,https://streema.com/radios/Radio_Noticias_Peru/articulo-1#1759814126285-uh5ipmtyl,Contenido extraído usando selectores CSS personalizados...,,streema.com,2025-10-07T05:15:26.285Z,,Sin categoría,
cmgg3w6a401r013ghybyt8e7z,Artículo de radiouno.pe,https://radiouno.pe//articulo-1#1759814126284-7mx6hm4tz,Contenido extraído usando selectores CSS personalizados...,,radiouno.pe,2025-10-07T05:15:26.284Z,,Sin categoría,
cmgg3w6a201qw13ghe9u340ik,Artículo de canaln.pe,https://canaln.pe//articulo-1#1759814126282-75x0alyi3,Contenido extraído usando selectores CSS personalizados...,,canaln.pe,2025-10-07T05:15:26.283Z,,Sin categoría,
cmgg3w6a101qs13ghaee72fa9,Artículo de www.exitosanoticias.pe,https://www.exitosanoticias.pe//articulo-1#1759814126281-4lznmoqxb,Contenido extraído usando selectores CSS personalizados...,,www.exitosanoticias.pe,2025-10-07T05:15:26.282Z,,Sin categoría,
cmgg3w69z01qo13ghyed7m05z,"Miguel Ángel Russo, entrenador de Boca Juniors, en grave estado de salud",https://rpp.pe/deportes/futbol/miguel-angel-russo-entrenador-de-boca-juniors-en-grave-estado-de-salud-noticia-123460#1759814126279-dqovumr1r,"El entrenador de Boca Juniors, Miguel Ángel Russo, se encuentra en grave estado de salud y fue internado en un centro médico. El club emitió un comunicado informando sobre su situación.",,RPP Noticias,2025-10-07T05:15:26.280Z,cmgg1fs0f0007112gev7odmxo,Salud,#10B981
cmgg3w69y01qm13gh86mkf4hf,Crisis sanitaria en Brasil: lo que se sabe de la intoxicación masiva por metanol,https://rpp.pe/mundo/latinoamerica/crisis-sanitaria-en-brasil-lo-que-se-sabe-de-la-intoxicacion-masiva-por-metanol-noticia-123459#1759814126278-qkywmej9j,Las autoridades brasileñas investigan una intoxicación masiva por metanol que ha causado muertes y la caída del consumo de alcohol en el país. Se han reportado varios casos en diferentes estados.,,RPP Noticias,2025-10-07T05:15:26.279Z,cmgg1fs0c0003112g7epw4vrz,Deportes,#F59E0B
cmgg3w69y01qk13ghtmxu5wjn,Corpac reconoce que hubo 'breve interrupción' en el funcionamiento del sistema de control radar,https://rpp.pe/lima/actualidad/corpac-reconoce-que-hubo-breve-interrupcion-en-el-funcionamiento-del-sistema-de-control-radar-noticia-123458#1759814126278-ehk6pl2fe,La Corporación Peruana de Aeropuertos y Aviación Comercial (Corpac) reconoció que hubo una breve interrupción en el funcionamiento del sistema de control radar en el aeropuerto Jorge Chávez.,,RPP Noticias,2025-10-07T05:15:26.278Z,,Sin categoría,
cmgg3w69w01qg13ghe56er5fg,Dirigentes transportistas acuerdan no continuar con el paro tras reunión con ministros,https://rpp.pe/politica/actualidad/dirigentes-transportistas-acuerdan-no-continuar-con-el-paro-tras-reunion-con-ministros-noticia-123456#1759814126276-x9dn89l6v,"Los representantes del sector sostuvieron una reunión con el jefe del Gabinete Ministerial, Eduardo Arana, y otros ministros en la que acordaron, entre otros puntos, la instalación de una mesa de trabajo.",,RPP Noticias,2025-10-07T05:15:26.277Z,cmgg1fs0b0001112g2lb2odtv,Política,#DC2626
cmgg3w69x01qi13ghbtkoxkz3,Con caras nuevas: Selección Peruana empezó sus entrenamientos pensando en duelo ante Chile,https://rpp.pe/deportes/futbol/con-caras-nuevas-seleccion-peruana-empezo-sus-entrenamientos-pensando-en-duelo-ante-chile-noticia-123457#1759814126277-69uyxfiro,"Con la presencia de 20 futbolistas, la Selección Peruana empezó sus entrenamientos en La Videna FPF con miras al partido amistoso ante Chile. Felipe Chávez de Bayern Munich dijo presente.",,RPP Noticias,2025-10-07T05:15:26.277Z,cmgg1fs0c0003112g7epw4vrz,Deportes,#F59E0B
cmgg3w69r01qc13gh7ktg1956,Medio ambiente: Proyecto de conservación en la Amazonía peruana,https://www.radionacional.gob.pe/medio-ambiente/proyecto-de-conservacion-en-la-amazonia-peruana#1759814126271-5t6a71qmb,Se lanza un nuevo proyecto de conservación en la Amazonía peruana que busca proteger la biodiversidad y promover el desarrollo sostenible en las comunidades locales.,,Radio Nacional del Perú,2025-10-07T05:15:26.272Z,cmgg1fs0g000a112g93a1z2i9,Medio Ambiente,#22C55E
cmgg3w69q01qa13gh9olqlofc,Educación: Nuevas tecnologías llegan a escuelas rurales,https://www.radionacional.gob.pe/educacion/nuevas-tecnologias-llegan-a-escuelas-rurales#1759814126270-62bt3kge9,"El Ministerio de Educación implementa programas de tecnología educativa en escuelas rurales, llevando internet y equipos informáticos a comunidades alejadas para mejorar la calidad educativa.",,Radio Nacional del Perú,2025-10-07T05:15:26.271Z,cmgg1fs0f0008112gsse5oyp2,Sociedad,#F97316
cmgg3w69p01q813ghpopovye5,Ministerio de Salud reporta avances en campaña de vacunación,https://www.radionacional.gob.pe/salud/ministerio-de-salud-reporta-avances-en-campana-de-vacunacion#1759814126269-6r6iun559,"El Ministerio de Salud informó sobre los avances en la campaña de vacunación contra diversas enfermedades, alcanzando importantes coberturas en las regiones más vulnerables del país.",,Radio Nacional del Perú,2025-10-07T05:15:26.270Z,cmgg1fs0f0007112gev7odmxo,Salud,#10B981
cmgg3w69o01q613ghckfftsx5,Cultura peruana celebra el Día Internacional de la Lengua Materna,https://www.radionacional.gob.pe/cultura/cultura-peruana-celebra-el-dia-internacional-de-la-lengua-materna#1759814126268-slapzj63s,"Diversas actividades culturales se realizan en todo el país para conmemorar el Día Internacional de la Lengua Materna, destacando la importancia de preservar las lenguas originarias del Perú.",,Radio Nacional del Perú,2025-10-07T05:15:26.268Z,cmgg1fs0b0000112g1dwxzwzw,Actualidad,#3B82F6
cmgg3w69l01q413ghhmcxyuea,Gobierno anuncia nuevas medidas económicas para reactivar el país,https://www.radionacional.gob.pe/economia/gobierno-anuncia-nuevas-medidas-economicas-para-reactivar-el-pais#1759814126265-2yyre5ppl,"El Ministerio de Economía y Finanzas presentó un paquete de medidas destinadas a impulsar la reactivación económica del país, incluyendo incentivos fiscales y programas de apoyo a las pequeñas empresas.",,Radio Nacional del Perú,2025-10-07T05:15:26.266Z,cmgg1fs0c0002112gtz9dd9xz,Economía,#059669
cmgg3w50501q013ghom8br9v9,Artículo de gestion.pe,https://gestion.pe//articulo-1#1759814124629-ybujdb6sy,Contenido extraído usando selectores CSS personalizados...,,gestion.pe,2025-10-07T05:15:24.629Z,,Sin categoría,
cmgg3w50401pw13ghnu6hvkpp,Artículo de www.infobae.com,https://www.infobae.com/peru//articulo-1#1759814124628-taa3jul2p,Contenido extraído usando selectores CSS personalizados...,,www.infobae.com,2025-10-07T05:15:24.628Z,,Sin categoría,
cmgg3w50201ps13ghyhc9h7a6,Artículo de diariocorreo.pe,https://diariocorreo.pe//articulo-1#1759814124626-d6jdq8sa2,Contenido extraído usando selectores CSS personalizados...,,diariocorreo.pe,2025-10-07T05:15:24.627Z,,Sin categoría,
cmgg3w50101po13ghll1rlrm0,Artículo de peru21.pe,https://peru21.pe//articulo-1#1759814124625-wmztqvqbx,Contenido extraído usando selectores CSS personalizados...,,peru21.pe,2025-10-07T05:15:24.626Z,,Sin categoría,
cmgg3w50001pk13ghtds23jdk,Artículo de larepublica.pe,https://larepublica.pe//articulo-1#1759814124624-uzl7reg64,Contenido extraído usando selectores CSS personalizados...,,larepublica.pe,2025-10-07T05:15:24.625Z,,Sin categoría,
cmgg3w4zz01pg13ghndj5ruq8,Artículo de elcomercio.pe,https://elcomercio.pe//articulo-1#1759814124623-5rrir0r82,Contenido extraído usando selectores CSS personalizados...,,elcomercio.pe,2025-10-07T05:15:24.623Z,,Sin categoría,
cmgg3w4zy01pc13ghdhcqdp8i,Artículo de www.youtube.com,https://www.youtube.com/channel/UCkZCoc42IipR1ucqJmIehsA/articulo-1#1759814124622-nv6keof9t,Contenido extraído usando selectores CSS personalizados...,,www.youtube.com,2025-10-07T05:15:24.622Z,,Sin categoría,
cmgg3w4zw01p813ghmaa6xcuo,Artículo de radios.com.pe,https://radios.com.pe/exitosa-lima//articulo-1#1759814124620-rwb2t6oi9,Contenido extraído usando selectores CSS personalizados...,,radios.com.pe,2025-10-07T05:15:24.621Z,,Sin categoría,
cmgg3w4zv01p413ghtxr1jnqd,Artículo de streema.com,https://streema.com/radios/Radio_Noticias_Peru/articulo-1#1759814124619-g6131vkjw,Contenido extraído usando selectores CSS personalizados...,,streema.com,2025-10-07T05:15:24.620Z,,Sin categoría,
cmgg3w4zu01p013gh101vyu95,Artículo de radiouno.pe,https://radiouno.pe//articulo-1#1759814124618-cdsxeyi4w,Contenido extraído usando selectores CSS personalizados...,,radiouno.pe,2025-10-07T05:15:24.618Z,,Sin categoría,
cmgg3w4zs01ow13ghx9uq82wm,Artículo de canaln.pe,https://canaln.pe//articulo-1#1759814124616-9jiyvva4e,Contenido extraído usando selectores CSS personalizados...,,canaln.pe,2025-10-07T05:15:24.617Z,,Sin categoría,
cmgg3w4zr01os13ghu6igjr9g,Artículo de www.exitosanoticias.pe,https://www.exitosanoticias.pe//articulo-1#1759814124615-r135ntlm4,Contenido extraído usando selectores CSS personalizados...,,www.exitosanoticias.pe,2025-10-07T05:15:24.615Z,,Sin categoría,
